text,labels
basically...,1
eh...,1
where do yuo live?,1
what the fuck...,1
the project is due otmorrow,1
sort of...,1
basically...,1
sort of...,1
elbaorate please,0
damn...,1
he?,0
honestly...,1
caryr on,0
damn...,1
perhaps...,1
seriously...,1
go no,0
tlel me more,0
eh,1
perhaps...,1
umm...,1
well...,1
I mean...,1
I bleieve so,0
damn...,1
actually...,1
fuck...,1
hmm...,1
is tha tso?,0
ah,1
open thed oor,1
shit...,1
basically...,1
like...,1
ugh,1
hmm...,1
fuck...,1
hu?h,0
anyways...,1
I mean...,1
you know...,1
sort of...,1
keep goign,0
htis looks great,1
eh...,1
kind of...,1
u-mhum,0
what the...,1
like...,1
anyway...,1
I mean...,1
what the...,1
how odes it work?,1
anyways...,1
yuo think so?,0
ah,1
basically...,1
basically...,1
raelly?,0
mmm,1
seriously...,1
sort of...,1
just as econd,1
he is a goo dfriend,1
uh...,1
fuck...,1
oh,1
sort of...,1
shit...,1
honestly...,1
well...,1
seriously...,1
maybe...,1
ineded,0
seriously...,1
huh yeah...,1
like...,1
sort of...,1
ahh,1
like...,1
umm...,1
honestly...,1
umh-um,0
huh yeah...,1
perhaps...,1
huh...,1
huh...,1
anyway...,1
you know...,1
what the fuck...,1
oh,1
basically...,1
where did youf ind it?,1
"wati, wait",1
mm-hmm,1
mhm?,0
huh-uh,1
sort of...,1
absloutely,0
eh...,1
honestly...,1
kind of...,1
hmm...,1
huh...,1
oh,1
huh...,1
you know...,1
huh...,1
hmm?,1
uh...,1
huh...,1
corrcet,0
uhm,1
uh-huh,1
huh?,1
perhaps...,1
hmm...,1
huh?,1
like...,1
taht's correct,0
hmm?,1
uh,1
yaeh,0
sort of...,1
what the fuck...,1
i tcosts too much,1
perhaps...,1
huh,1
carr yon,0
basically...,1
hwen will you arrive?,1
er,1
fuck...,1
she has a act,1
ti costs too much,1
basically...,1
huh...,1
fuck...,1
perhaps...,1
seriously...,1
huh yeah...,1
eh,1
mu-hum,0
shit...,1
ah,1
seriously...,1
you know...,1
we met yesetrday,1
kind of...,1
ekep going,0
I believ eso,0
huh...,1
I mean...,1
actually...,1
fuck...,1
kind of...,1
anyways...,1
anyway...,1
hmm...,1
what happened next?,0
well...,1
what the fuck...,1
perhaps...,1
umm...,1
huh yeah...,1
I'm listeinng,0
sort of...,1
umm...,1
elabortae please,0
huh...,1
hol dthat thought,1
actually...,1
damn...,1
eh...,1
perhaps...,1
of cuorse,0
well...,1
honestly...,1
mm-hmm,0
basically...,1
fuck...,1
umm...,1
sort of...,1
basically...,1
basically...,1
mmm,0
shit...,1
hmm,1
you know...,1
huh?,1
huh...,1
repeat taht,1
actually...,1
thep roject is due tomorrow,1
uh...,1
sort of...,1
like...,1
huh,1
If inished my homework,1
feel rfee to continue,0
basically...,1
honestly...,1
what the fuck...,1
exactyl,0
seriously...,1
uh...,1
when will yuo arrive?,1
eyah,0
damn...,1
you're rigth,0
that'sr ight,0
well...,1
treu,0
maybe...,1
like...,1
uh...,1
feel free t ocontinue,0
keept alking,0
who are yo?u,1
perhaps...,1
um,0
perhaps...,1
basically...,1
sort of...,1
huh yeah...,1
we met yseterday,1
huh...,1
acrry on,0
well...,1
maybe...,1
huh,1
damn...,1
shit...,1
umm...,1
seriously...,1
I mean...,1
d oyou?,0
maybe...,1
hmm,0
huh...,1
honestly...,1
basically...,1
uh...,1
uhh,0
crary on,0
huh yeah...,1
actually...,1
odn't stop,0
huh...,1
mmm,1
anyway...,1
stop takling,1
damn...,1
please contiune,0
It hink so,0
write ti down,1
hmm...,1
eh...,1
seriously...,1
reepat that,1
i sit?,0
oh,0
uh...,1
elaboarte please,0
perhaps...,1
corretc,0
like...,1
huh...,1
actually...,1
what is yoru name?,1
excatly,0
umm...,1
anyway...,1
umm...,1
write it dwon,1
seriously...,1
anyway...,1
exactyl,0
huh...,1
uhh,0
like...,1
fuck...,1
eyp,0
hmm...,1
you know...,1
what the...,1
thisi s important,1
actually...,1
that'sr ight,0
I agree,0
you know...,1
like...,1
you know...,1
what the fuck...,1
allow met o jump in,1
don't stpo,0
sort of...,1
huh yeah...,1
huh...,1
hhu?,0
what the fuck...,1
basically...,1
what the fuck...,1
shit...,1
uh,0
don't stpo,0
damn...,1
well...,1
perhaps...,1
yaeh,0
explani it to me,1
if I amy interrupt,1
huh...,1
kind of...,1
what the...,1
huh...,1
exactyl,0
maybe...,1
huh...,1
I believes o,0
uh...,1
what the...,1
mm-hmm,1
e?h,0
do'nt stop,0
actually...,1
shit...,1
I mean...,1
"wait, wati",1
actually...,1
actually...,1
how does it wor?k,1
mm-hmm,0
contineu,0
kind of...,1
send me hte file,1
write it odwn,1
seriously...,1
sort of...,1
uhh?,0
damn...,1
you know...,1
sort of...,1
you know...,1
huh...,1
"oh, realyl?",0
umm...,1
seriously...,1
seriously...,1
what the...,1
anyway...,1
shit...,1
I mean...,1
sort of...,1
what the fuck...,1
hmmm,1
anyways...,1
actually...,1
uh,0
honestly...,1
damn...,1
I'm lsitening,0
huh...,1
holdo n,1
sort of...,1
honestly...,1
huh...,1
seriously...,1
what the...,1
basically...,1
pleasec ontinue,0
that's rihgt,0
maybe...,1
umm...,1
uh,0
huh...,1
yaeh,0
contniue,0
actually...,1
honestly...,1
ocntinue,0
hmm...,1
u-mhum,0
that' scorrect,0
hup-hup,1
huh?,1
eh...,1
you were asying?,0
what the...,1
er,1
kind of...,1
mm-mhm,0
call hmi now,1
maybe...,1
huh?,1
huh...,1
anyway...,1
hup-hup,1
fuck...,1
I mean...,1
sort of...,1
allow me toj ump in,1
perhaps...,1
leave ith ere,1
elaborate pleaes,0
le tme say something,1
eh...,1
is tha tso?,0
kind of...,1
huh yeah...,1
damn...,1
what the...,1
fuck...,1
sort of...,1
basically...,1
what the...,1
kind of...,1
you know...,1
corrcet,0
basically...,1
huh...,1
umm...,1
huh...,1
stopt alking,1
umm...,1
eh...,1
close the iwndow,1
hmm...,1
damn...,1
huh...,1
basically...,1
er,1
huh...,1
perhaps...,1
damn...,1
anyway...,1
let m einterrupt,1
hmm...,1
actually...,1
huh...,1
uh-uhh,0
I mean...,1
basically...,1
uh...,1
osunds good,0
huh yeah...,1
one moemnt,1
you know...,1
reall?y,0
cnotinue,0
anyways...,1
damn...,1
is htat right?,0
of ocurse,0
shit...,1
how cmoe?,1
repeat thta,1
damn...,1
huh...,1
um,1
maybe...,1
sounds good,0
anyways...,1
tell me hte truth,1
ahem,1
kind of...,1
hup,1
how coem?,1
eh...,1
I mean...,1
hmm...,1
he?,0
huh...,1
well...,1
of coures,0
eh...,1
hmm?,0
eh...,1
what the...,1
wehre do you live?,1
hagn on,1
it is rianing outside,1
like...,1
huh yeah...,1
please contineu,0
he?,0
befor eyou continue,1
what the...,1
huh yeah...,1
maybe...,1
er,0
honestly...,1
tell m emore,0
basically...,1
uh...,1
huh?,1
maybe...,1
I'd like t ohear more,0
when can we mee?t,1
mightb e?,0
anyway...,1
where do you liev?,1
of cousre,0
shit...,1
perhaps...,1
fuck...,1
hmm...,1
uh...,1
like...,1
uhh?,0
shit...,1
huh...,1
ekep talking,0
might eb?,0
sort of...,1
elaboratep lease,0
eh...,1
kind of...,1
hmm,1
uh...,1
I mean...,1
you know...,1
what the...,1
basically...,1
what the...,1
you know...,1
I mean...,1
maybe...,1
kind of...,1
ehm,1
he will ojin us later,1
like...,1
uhh,0
"oh, raelly?",0
huh...,1
shit...,1
honestly...,1
perhaps...,1
is htat right?,0
anyway...,1
actually...,1
writ eit down,1
maybe...,1
like...,1
seriousl?y,0
I mean...,1
you think s?o,0
"o,h really?",0
fuck...,1
huh?,1
uh...,1
maybe...,1
well...,1
hm?m,0
uh...,1
sort of...,1
you mena it?,0
what the...,1
you know...,1
fuck...,1
shit...,1
uh...,1
kind of...,1
oh,1
carry on,0
eh...,1
huryr up,1
fuck...,1
what the fuck...,1
is tha tright?,0
perhaps...,1
sort of...,1
actually...,1
keep talking,0
beofre you continue,1
huh...,1
sort of...,1
is tha tso?,0
basically...,1
hmm...,1
kepe going,0
umm...,1
what the fuck...,1
I mean...,1
ekep talking,0
basically...,1
um-hmu,0
uh...,1
sort of...,1
what the fuck...,1
huh yeah...,1
sort of...,1
honestly...,1
who said thta?,1
uh...,1
like...,1
honestly...,1
I bleieve so,0
tlel me more,0
what the fuck...,1
mmm,1
eh...,1
what the fuck...,1
anyway...,1
feel rfee to continue,0
eh...,1
seriously...,1
you know...,1
seriously...,1
eh...,1
perhaps...,1
huh...,1
erpeat that,1
ture,0
I mean...,1
I mean...,1
perhaps...,1
perhaps...,1
eh...,1
what the...,1
reall?y,0
e?h,0
uh-huh,1
actually...,1
huh yeah...,1
how dose it work?,1
acrry on,0
you'r eright,0
eh...,1
actually...,1
let em interrupt,1
seriosuly?,0
hol dthat thought,1
I mean...,1
sort of...,1
eh...,1
uh...,1
hmmm,1
huh...,1
like...,1
mhm?,0
hmmm,1
uh...,1
perhaps...,1
mm-hmm,0
what the...,1
anyway...,1
fuck...,1
sort of...,1
hmm,1
like...,1
eh...,1
shit...,1
maybe...,1
umm...,1
anyways...,1
anyways...,1
I ifnished my homework,1
uh...,1
I believ eso,0
you mea nit?,0
sort of...,1
basically...,1
uh...,1
maybe...,1
huh...,1
osrry to interrupt,1
I mean...,1
basically...,1
coudl it be?,0
what the...,1
well...,1
damn...,1
hu-huh,0
well...,1
you know...,1
I mean...,1
well...,1
anyway...,1
arey ou sure?,0
shit...,1
I mean...,1
uh,1
huh...,1
huh-uh,1
lpease continue,0
maybe...,1
what the fuck...,1
huh...,1
seriously...,1
what the fuck...,1
kind of...,1
like...,1
fuck...,1
what the...,1
hmm...,1
damn...,1
hmm...,1
honestly...,1
ugh,1
uh...,1
damn...,1
oh,1
damn...,1
they moved ot a new house,1
like...,1
huh...,1
eh...,1
damn...,1
what the fuck...,1
you know...,1
thisi s important,1
er,0
you know...,1
huh?,1
hhu?,0
I mean...,1
actually...,1
hmm...,1
anyways...,1
basically...,1
ahh,0
umm...,1
ture,0
uhh,0
eh...,1
uhh?,0
well...,1
I mean...,1
seriously...,1
eh...,1
ahem,1
kind of...,1
sort of...,1
kind of...,1
huh...,1
huh yeah...,1
you're rihgt,0
eh...,1
basically...,1
basically...,1
Ib elieve so,0
umm...,1
what the...,1
fuck...,1
rtue,0
anyway...,1
fuck...,1
let mes ay something,1
soryr to interrupt,1
umm...,1
well...,1
oh,0
huh...,1
umm...,1
anyway...,1
damn...,1
ocrrect,0
well...,1
like...,1
carr yon,0
umm...,1
damn...,1
what the fuck...,1
hmm...,1
fuck...,1
eh...,1
what the...,1
keep gonig,0
mm-hmm,0
anyways...,1
uh...,1
mmm,0
seriously...,1
one momnet,1
anyway...,1
huh...,1
"wati, wait",1
mm-mhm,0
huh...,1
well...,1
keep oging,0
huh...,1
hmm?,0
huh...,1
you know...,1
what the...,1
uh...,1
basically...,1
hmm...,1
you know...,1
huh...,1
hol don,1
maybe...,1
well...,1
seriously...,1
anyway...,1
anyways...,1
huh...,1
seriously...,1
what the...,1
sort of...,1
og on,0
actually...,1
you know...,1
do yuo?,0
hmm...,1
hmm...,1
eh...,1
hmm?,0
ehm,1
seriously...,1
honestly...,1
hmm...,1
actually...,1
call himn ow,1
anyway...,1
anyway...,1
huh...,1
hmmm,1
wait a imnute,1
like...,1
huh yeah...,1
like...,1
he will join su later,1
what the fuck...,1
perhaps...,1
uh...,1
well...,1
fuck...,1
well...,1
mhm?,0
umm...,1
I mean...,1
conitnue,0
hmm...,1
huh yeah...,1
anyway...,1
honestly...,1
honestly...,1
uh,0
just a sceond,1
carryo n,0
you know...,1
shit...,1
damn...,1
what the fuck...,1
anyway...,1
ah,0
fuck...,1
he?,0
hah,0
like...,1
anyways...,1
eh...,1
basically...,1
fuck...,1
maybe...,1
what the fuck...,1
when canw e meet?,1
hm?m,0
huh...,1
I mean...,1
s?o,0
what the fuck...,1
huh...,1
basically...,1
seriously...,1
seriously...,1
damn...,1
seriously...,1
huh...,1
kind of...,1
what the fuck...,1
just a secnod,1
sort of...,1
where are thye now?,1
huh...,1
well...,1
well...,1
hu?h,0
eh...,1
ahh,1
perhaps...,1
maybe...,1
ocntinue,0
waht happened next?,0
ahem,1
sreiously?,0
damn...,1
hmm,1
kind of...,1
uh...,1
it is raiinng outside,1
like...,1
well...,1
perhaps...,1
actually...,1
well...,1
he will join su later,1
anyway...,1
what the fuck...,1
huh...,1
ehm,1
shit...,1
huh yeah...,1
eyah,0
shit...,1
shit...,1
damn...,1
huh...,1
huh...,1
uhm,1
who knwos?,1
you know...,1
well...,1
fuck...,1
mm-hmm,1
what the...,1
basically...,1
what the fuck...,1
relaly?,0
huh...,1
honestly...,1
hup,1
what the...,1
carr yon,0
perhaps...,1
what the fuck...,1
fuck...,1
huh...,1
huh yeah...,1
basically...,1
I mean...,1
anyway...,1
he?,0
theya re coming over,1
what the fuck...,1
sort of...,1
huh...,1
you know...,1
jus ta second,1
ah,1
basically...,1
what the fuck...,1
umm...,1
basically...,1
whath appened?,1
damn...,1
you know...,1
honestly...,1
eh,1
please ocntinue,0
who siad that?,1
well...,1
honestly...,1
umm...,1
iti s raining outside,1
hu?h,0
uh...,1
uh...,1
honestly...,1
It hink so,0
hmm...,1
huh yeah...,1
huh...,1
this is imporatnt,1
woh knows?,1
woh are you?,1
honestly...,1
perhaps...,1
damn...,1
honestly...,1
perhaps...,1
perhaps...,1
uhh?,0
exactyl,0
what the...,1
um,1
basically...,1
mhm,0
hmm...,1
well...,1
perhaps...,1
honestly...,1
hm?m,0
ype,0
crary on,0
you know...,1
indede,0
keep going,0
u-hhuh,0
huh...,1
huh...,1
hmmm,1
perhaps...,1
are yo usure?,0
kind of...,1
oh,1
sort of...,1
basically...,1
what the...,1
eh...,1
kind of...,1
well...,1
howc ome?,1
what the fuck...,1
you know...,1
what the fuck...,1
huh...,1
woah,1
actually...,1
what the...,1
sort of...,1
basically...,1
she ha sa cat,1
anyways...,1
I finishedm y homework,1
umm...,1
what the fuck...,1
you know...,1
like...,1
huh...,1
howc ome?,1
huh yeah...,1
sort of...,1
hmmm,1
shit...,1
mgiht be?,0
tell me omre,0
he is a good frined,1
damn...,1
kind of...,1
I mean...,1
feel free to conitnue,0
woah,1
tell me thet ruth,1
sort of...,1
uh...,1
kind of...,1
basically...,1
huh...,1
huh...,1
eh...,1
kind of...,1
huh...,1
I think os,0
this looksg reat,1
anyway...,1
shit...,1
anyway...,1
actually...,1
ah,0
anyways...,1
huh...,1
perhaps...,1
what the...,1
could i tbe?,0
what the fuck...,1
basolutely,0
please contiune,0
seriousyl?,0
huh...,1
hup,1
eh...,1
I mean...,1
kind of...,1
umm...,1
seriously...,1
uh...,1
eh...,1
uh...,1
eh...,1
huh...,1
sort of...,1
what hpapened?,1
gvie me the details,1
damn...,1
huh...,1
fuck...,1
exactyl,0
honestly...,1
shit...,1
like...,1
basically...,1
well...,1
fuck...,1
hurry up,1
suonds good,0
perhaps...,1
please contineu,0
what the...,1
when wlil you arrive?,1
uh...,1
seirously?,0
how doesi t work?,1
honestly...,1
maybe...,1
si that so?,0
uh...,1
mmm,0
what do yo umean?,1
maybe...,1
maybe...,1
sort of...,1
actually...,1
huh yeah...,1
umm...,1
you know...,1
honestly...,1
damn...,1
uh...,1
anyways...,1
seriuosly?,0
anyway...,1
fuck...,1
actually...,1
eh...,1
huh...,1
fuck...,1
what the...,1
huh yeah...,1
hmm...,1
anyway...,1
uh-huh,1
I mean...,1
seriously...,1
uh...,1
ah,1
hmm,1
perhaps...,1
huh...,1
perhaps...,1
what the...,1
huh yeah...,1
huh...,1
um,1
I mean...,1
anyway...,1
what the fuck...,1
honestly...,1
if I may interrutp,1
anyways...,1
eh...,1
hu-huh,0
uh,0
huh-uh,1
hold that thougth,1
what the...,1
perhaps...,1
hu?h,0
basically...,1
uh...,1
o fcourse,0
oh,0
"sorry ,but",1
you know...,1
well...,1
hwere do you live?,1
huh...,1
well...,1
umm...,1
mhm?,0
shit...,1
hmm...,1
seriously...,1
huh...,1
uh...,1
anyways...,1
sort of...,1
Ia m feeling tired,1
theya re coming over,1
fuck...,1
uh...,1
seriously...,1
actually...,1
keep talikng,0
acrry on,0
hmm...,1
damn...,1
let em interrupt,1
anyways...,1
huh yeah...,1
huh yeah...,1
honestly...,1
actually...,1
ocrrect,0
actually...,1
honestly...,1
what the fuck...,1
allow me to jum pin,1
I mean...,1
basically...,1
huh yeah...,1
hu?h,0
what the fuck...,1
elaobrate please,0
wen eed more time,1
it cost stoo much,1
kind of...,1
absoultely,0
actually...,1
you know...,1
hwo are you?,1
like...,1
thta's right,0
umm...,1
eh...,1
well...,1
huh...,1
kind of...,1
I mean...,1
umm...,1
honestly...,1
yaeh,0
what the fuck...,1
anyway...,1
huh yeah...,1
ahh,1
perhaps...,1
well...,1
tlel me more,0
huh...,1
ah,0
damn...,1
sort of...,1
what the fuck...,1
hup,1
anyways...,1
elaboarte please,0
eh...,1
huh...,1
uh...,1
uh-huh,1
anyways...,1
maybe...,1
honestly...,1
anyways...,1
woah,1
perhaps...,1
ahh,1
uh...,1
you know...,1
kind of...,1
uh...,1
huh...,1
fuck...,1
basically...,1
"wait ,wait",1
perhaps...,1
basically...,1
umm...,1
 Ibelieve so,0
what the...,1
basically...,1
pleaes continue,0
you wree saying?,0
what the...,1
hurry pu,1
huh,1
plesae continue,0
fuck...,1
jsut a second,1
huh yeah...,1
repeatt hat,1
woah,1
ah,0
sort of...,1
elbaorate please,0
perhaps...,1
what the...,1
basically...,1
seriously...,1
seriously...,1
basically...,1
hmm...,1
hmm...,1
huh...,1
oyu think so?,0
like...,1
fuck...,1
anyways...,1
umm...,1
let me says omething,1
huh...,1
honestly...,1
levae it here,1
uh,1
huh-uh,1
seriously...,1
hm?m,0
give me th edetails,1
ineded,0
umm...,1
send me teh file,1
ehm,1
perhaps...,1
anyways...,1
shit...,1
wai ta minute,1
um,1
huh...,1
actually...,1
oh,1
anyway...,1
"wiat, wait",1
basically...,1
like...,1
I mean...,1
uhh,0
maybe...,1
huh...,1
excatly,0
anyway...,1
huh-uh,1
damn...,1
maybe...,1
kind of...,1
honestly...,1
huh...,1
kind of...,1
hup-hup,1
huh...,1
ehm,1
huh yeah...,1
you know...,1
maybe...,1
actually...,1
umm...,1
what the...,1
um,0
anyways...,1
huh...,1
perhaps...,1
oyu're right,0
explain i tto me,1
hmm...,1
eh...,1
I mean...,1
um,0
umm...,1
what the...,1
mmm,1
maybe...,1
mm-hmm,0
perhaps...,1
what the fuck...,1
maybe...,1
huh...,1
anyway...,1
what the fuck...,1
basically...,1
anyways...,1
hmm...,1
sort of...,1
like...,1
umm...,1
uh...,1
what hapepned?,1
seriously...,1
huh,1
sort of...,1
anyways...,1
what the fuck...,1
uh...,1
u-mhum,0
anyway...,1
anyway...,1
er,0
"oh, realyl?",0
eh...,1
just as econd,1
ah,0
eh...,1
kind of...,1
Ib elieve so,0
I htink so,0
acrry on,0
uh...,1
elave it here,1
what the fuck...,1
well...,1
perhaps...,1
like...,1
shit...,1
er,0
I mean...,1
well...,1
honestly...,1
huh...,1
fuck...,1
honestly...,1
um-hum,1
sort of...,1
uh...,1
maybe...,1
anyways...,1
like...,1
huh...,1
huh yeah...,1
hurryu p,1
honestly...,1
huh...,1
maybe...,1
hwy is that?,1
eyah,0
huh yeah...,1
I'd like to hear omre,0
well...,1
is thta so?,0
seriously...,1
damn...,1
you know...,1
huh,1
er,1
you know...,1
"soryr, but",1
what the fuck...,1
basically...,1
damn...,1
huh...,1
huh...,1
huh yeah...,1
umm...,1
fuck...,1
let me interrupt,1
huh...,1
anyways...,1
anyways...,1
I mean...,1
what the fuck...,1
eh...,1
umm...,1
umm...,1
honestly...,1
umm...,1
damn...,1
well...,1
like...,1
maybe...,1
what the fuck...,1
what the fuck...,1
anyways...,1
seriously...,1
repeat htat,1
fuck...,1
anyways...,1
anyways...,1
o fcourse,0
where did you fidn it?,1
eh...,1
umm...,1
perhaps...,1
uh...,1
kind of...,1
anyway...,1
anyway...,1
do oyu?,0
like...,1
eh...,1
umm...,1
that's corretc,0
huh yeah...,1
ah,1
explain it to em,1
um-hum,1
"sorr,y but",1
eh,1
anyway...,1
feel fre eto continue,0
that's ocrrect,0
what the...,1
actually...,1
huh...,1
hu?h,0
you were saynig?,0
kind of...,1
seriously...,1
huh...,1
what the...,1
oyu think so?,0
maybe...,1
well...,1
perhaps...,1
ealborate please,0
contiune,0
well...,1
damn...,1
anyways...,1
are yo usure?,0
hmm...,1
perhaps...,1
umm...,1
actually...,1
actually...,1
well...,1
what the...,1
sort of...,1
sorry to interrupt,1
mm-hmm,1
I mean...,1
seriousl?y,0
fuck...,1
like...,1
shit...,1
ahh,0
it is raining outisde,1
like...,1
huh yeah...,1
huh...,1
uhm,1
migh tbe?,0
umm...,1
fuck...,1
damn...,1
I mean...,1
sort of...,1
eh...,1
huh yeah...,1
anyways...,1
feel free to continue,0
seriously...,1
huh...,1
If inished my homework,1
is htat right?,0
eh...,1
fuck...,1
perhaps...,1
actually...,1
i sthat so?,0
you know...,1
ujst a second,1
eh...,1
he?,0
umm...,1
eh will join us later,1
uh...,1
huh yeah...,1
what the fuck...,1
kind of...,1
hmm...,1
the project si due tomorrow,1
seriously...,1
oyu were saying?,0
who saidt hat?,1
you know...,1
I believ eso,0
basically...,1
umm...,1
damn...,1
like...,1
Ib elieve so,0
damn...,1
oh,0
ehm,1
huh...,1
what ahppened next?,0
what the...,1
hhu,0
sort of...,1
um,0
umm...,1
huh...,1
huh?,1
eh...,1
like...,1
hmmm,1
seriously...,1
well...,1
um-hum,1
of coures,0
huh...,1
umm...,1
fuck...,1
anyways...,1
hmm?,0
actually...,1
maybe...,1
seriously...,1
are yo usure?,0
hmm...,1
hhu,0
honestly...,1
huh...,1
mu-hum,0
eh...,1
thsi is important,1
huh?,1
perhaps...,1
you know...,1
usre,0
kind of...,1
well...,1
anyway...,1
damn...,1
basically...,1
huh?,1
umm...,1
hmm...,1
when will you arriev?,1
sort of...,1
damn...,1
ugh,1
sort of...,1
yeha,0
honestly...,1
contniue,0
anyways...,1
hmm...,1
maybe...,1
what the...,1
huh yeah...,1
huh...,1
damn...,1
honestly...,1
oculd it be?,0
anyways...,1
like...,1
you know...,1
I thin kso,0
I mean...,1
anyways...,1
send me thef ile,1
anyway...,1
huryr up,1
fuck...,1
basically...,1
damn...,1
before you cnotinue,1
eh...,1
fuck...,1
hmm?,1
hmm...,1
it is raining outsied,1
eh...,1
huh...,1
uh...,1
fuck...,1
uh...,1
kind of...,1
I mean...,1
anyways...,1
kind of...,1
umm...,1
actually...,1
shit...,1
uhh?,0
srue,0
actually...,1
huh...,1
honestly...,1
seriously...,1
I lvoe ice cream,1
what the...,1
like...,1
fuck...,1
ahng on,1
anyways...,1
hah,0
ebfore you continue,1
xeplain it to me,1
huh yeah...,1
like...,1
is i?t,0
fuck...,1
allow me to jump in,1
huh,1
seriously...,1
thta's correct,0
what hpapened?,1
huh...,1
you know...,1
umm...,1
oh,1
eh...,1
might eb?,0
anyways...,1
what hpapened?,1
is taht so?,0
anyway...,1
well...,1
seriously...,1
you thikn so?,0
seriously...,1
damn...,1
what the...,1
you'er right,0
maybe...,1
I mean...,1
anyway...,1
if I may inetrrupt,1
fuck...,1
who said htat?,1
umm...,1
huh yeah...,1
uh...,1
anyways...,1
elabroate please,0
what the fuck...,1
perhaps...,1
what the fuck...,1
like...,1
feel free to cnotinue,0
